x,y,z
0.3434390519024265,0.6119360627443269,0.20285138053063476
0.3989961661339287,0.5897272736020498,0.25499298789636393
0.6535332742752843,0.529983006782271,0.2878029193440471
0.2249637743434402,0.1997390426664665,0.2658314584676625
0.6002334136144779,0.23820938315037682,0.8493050765783235
0.47589019450135867,0.7703824110052466,0.501456771775653
0.2752858751558423,0.4844017312383225,0.40272163332301963
0.4240654527616646,0.511955546454195,0.3050594321801458
0.28518245067646586,0.5548733033260393,0.6087589138056148
0.4619506915572821,0.448636041242797,0.8375462736621747
0.48700205376488265,0.5742150336468697,0.3270262607959415
0.38720781140510163,0.7192160953339543,0.4045492895298266
0.6607173675235116,0.5786138253785171,0.3693262883860345
0.16654208170409565,0.4405376968851182,0.6120244050937683
0.08454835859422934,0.09828045382859157,0.6343576243314404
0.4518380940257758,0.48010730298850585,0.17275417556391148
0.689685580510391,0.06182995963393333,0.32003885031612056
0.20339607785275304,0.41957987564963856,0.2992168193632679
0.548371804487726,0.42103870821853134,0.23096565449713596
0.6933072113244707,0.5802614418846017,0.22300884926846595
