dim,loss
1.0,45.26000001857328
2.0,22.32974176339061
3.0,21.44147899520363
4.0,21.48133306571821
5.0,21.48137324641735
6.0,21.4814265795778
7.0,21.48137581083259
8.0,21.481394422801525
9.0,21.481420716401907
