dim,loss
1.0,53.81000008219651
2.0,27.1158360821625
3.0,18.868038758455338
4.0,15.424156840998776
5.0,13.77616697821072
6.0,13.553876745394627
7.0,13.488829743249482
8.0,13.445558420810697
9.0,13.445652715741971
