dim,loss
1.0,46.230000172583516
2.0,22.992417859422588
3.0,18.527763597852005
4.0,18.342255721217647
5.0,18.34990296652191
6.0,18.349879598647284
7.0,18.349907682961714
8.0,18.34987068254613
9.0,18.349906757046487
