dim,loss
1.0,49.450028096185136
2.0,19.383880672932857
3.0,15.796029271452262
4.0,14.50694057978662
5.0,13.863158386945202
6.0,13.63281363875199
7.0,13.63279326247021
8.0,13.632796378973186
9.0,13.632792157767156
