dim,loss
1.0,65.45999998580938
2.0,26.438757040422622
3.0,22.366880161924925
4.0,22.07866850501629
5.0,22.085123946082213
6.0,22.09188480837163
7.0,22.091630997226204
8.0,22.091766365262494
9.0,22.091784490104992
