dim,loss
1.0,32.61999989948261
2.0,26.038005498322917
3.0,24.085356793956333
4.0,24.098320601106224
5.0,24.080584827357818
6.0,24.080438084862905
7.0,24.08037035894697
8.0,24.080376301223705
9.0,24.080386536037036
