x,y,z
233.45348394947618,580.3592097345252,373.38391802092985
233.53047425827066,579.9261933002981,373.52378887368747
232.58896406271546,580.3335565162985,373.8331833272593
232.7085934684979,580.1531690182541,374.3809203927819
233.4990026332807,580.8188185527838,373.7125393169442
233.4235798948135,580.0385264386367,374.5761128421168
233.01349129537564,580.5217189296864,373.4377737293062
232.76230778081447,580.7012786150208,374.1782251625047
233.85590975569744,580.2761573507506,373.7737379489158
233.7106422702009,580.7297777462342,374.0711565604228
232.7361989522692,579.8458410196464,373.94615821397247
233.5719673352765,580.4539893036197,374.53269713424925
233.1752045642696,579.6556802564522,373.7775978284271
233.8504365092852,580.1283628706897,374.1693761437153
233.56759951068923,579.7127039550253,374.09505728051573
232.9502996018143,580.8303537946997,373.78314645354396
233.25271917673766,580.8732289563962,374.30258975161047
232.92607650174764,580.0602572661887,373.45377978344715
233.07518806459404,579.7526916229492,374.36642002447473
233.02927009627888,580.4449939286411,374.6064852592684
