dim,loss
1.0,43.05999999999994
2.0,20.683281173108554
3.0,15.927018860943301
4.0,15.712319353007686
5.0,15.773768163119083
6.0,15.773995117523256
7.0,15.77396105507119
8.0,15.773958924082052
9.0,15.773895465476887
