x,y,z
3.4130208996713676,2.9271179579190494,6.727881708049862
3.4881451484014923,2.9760206579904223,6.706214820655801
3.4905247170110965,3.054735698520595,7.145130375644323
3.063075516847307,3.3875350884321076,6.67605150520484
3.451485551021257,3.5212361364870377,7.225289352244465
3.3909083958492956,3.2611211693590922,7.289855002020117
3.30316610317346,3.0400544159173473,6.668839929876189
3.5183540855180584,3.093935297312372,6.909449111019995
3.3373704532575657,3.6221665385963018,7.061443223132181
3.4270911256818146,3.474226017247305,7.260715657660885
3.638937752214584,3.21323178946026,6.964340382662888
3.4475879780677383,3.2680425957238306,7.344056953024467
3.769010866364601,3.312117236157931,6.9204064423819736
3.328746149295763,3.6649133349923075,6.9445322657242246
3.590757082211686,3.6601494345332917,6.693102599635791
3.46554151248912,3.134076656692161,6.738283108352835
3.0002847762958,3.305426690878736,6.892100486158963
3.115579331794836,3.2892245989523206,6.644569920647814
3.489852136854587,3.0248550646104317,6.925600965056213
3.754399227883359,3.1315943394283856,7.1252877811770565
