x,y,z
0.2973610638973409,0.4452583720639833,0.3860236174205771
0.277227586371212,0.20749893340764464,0.19549369569583835
0.4843438007878868,0.2860095001700661,0.46337127332374534
-0.3535226854421796,-0.11032838488981567,0.42871465355424127
0.0680883433648088,0.097304748610455,1.0477962670844696
0.37159983660757595,0.2997052298764265,0.8789468706899163
-0.3181875311958924,0.07446760513141297,0.5440531508415972
0.4200275100284264,0.31055639371502786,0.25079103199860725
-0.1567203630966622,-0.001401866468780011,1.0126732540413086
0.007764719311604841,0.06313623732613098,1.1029701026382122
0.4943830483756236,0.2337903077829875,0.42182370509192463
0.4006860389647785,0.30279669050723146,0.8880130597065924
0.5288451896692646,0.27313965822585096,0.4190303533096329
-0.35249152051132077,-0.08168700213397685,0.7184712271751821
-0.3764112366901852,-0.10598480182020054,0.6798446269255677
0.28967837812109337,0.014579019851368833,0.1509108794830854
-0.22307749987971778,-0.20880065916428223,0.2937838248778435
-0.4546061391878014,-0.06824603619913087,0.5062391837290121
0.3406669509087019,0.2219414360859047,0.29216429000084054
0.5611711823219611,0.23507703367774233,0.4514755543922443
