dim,loss
1.0,89.24000043799562
2.0,59.55825683591776
3.0,42.63595231317517
4.0,37.050821957048655
5.0,31.640523903499354
6.0,26.377460698980126
7.0,19.02673650314127
8.0,14.516881487659901
9.0,12.499678171767709
