dim,loss
1.0,88.75999916868383
2.0,54.12348051496319
3.0,38.038463844609666
4.0,31.754315104361606
5.0,24.021042903487604
6.0,18.68549894555005
7.0,14.052702940235944
8.0,11.770399979367543
9.0,9.211201328502849
