dim,loss
1.0,73.87000000066683
2.0,23.591318520847786
3.0,23.113566199271915
4.0,23.113598679080397
5.0,23.11367302382332
6.0,23.1136350085283
7.0,23.113685449846706
8.0,23.113618016643326
9.0,23.1136069614811
