x,y,z
38.39863599320817,129.81237154135977,190.35295198703784
38.125547344430224,129.61677971325093,190.7958603758476
38.386365490681,128.85475070620083,190.95154595170692
37.87014731959192,129.54608002978,190.27092873454276
39.03702568479406,128.9782060697162,190.3675924074142
38.330484579052246,128.73970660041783,189.9251279061911
38.47913792777509,129.73679046746295,190.1647276300047
38.003304630406916,129.08930847417253,190.8440669705982
38.91640103256812,129.5595353109062,190.2185780979299
38.907614548059165,128.7574868851388,190.28884877801408
37.79878507996139,128.96256352162342,190.47066645321092
38.33002442863732,128.73993510332906,189.92499633463956
38.06038991470983,128.67944036762995,190.56112366304362
38.810966713453254,129.19827696990245,189.8578544318879
37.88812346680615,129.19727932361442,189.96182126402456
38.70398802860559,129.61548019169138,190.8341345363907
38.943645029572146,129.19141959263882,190.81832462800173
38.347168507282106,129.48092962937073,189.81324571792584
38.324628609492684,129.26730334208335,190.98896065420357
38.52998054257311,128.58960453165574,190.6410915636182
