dim,loss
1.0,60.329990748259455
2.0,28.313786203796017
3.0,18.51318481169475
4.0,14.92403251827263
5.0,13.69280482544003
6.0,13.588947678379736
7.0,13.589533084059683
8.0,13.589367741273191
9.0,13.589429521076214
