x,y,z
0.20965929068465072,0.3488804042590115,0.4661013627183671
0.2164840766094987,0.2929215137254355,0.3930041145195898
0.8792021129403336,0.49336125865208513,0.2991025150549575
0.5400692821339926,0.2626599213623145,0.843141182952779
0.7318518236680309,0.6459478887775616,0.9427259586568537
0.5886120150937311,0.8767817535858254,0.6532309745358326
0.16999983195782647,0.2752372551233447,0.5407994325434407
0.692495233290934,0.37855357972257214,0.3255082827708135
0.4387851369070059,0.6612338789827658,0.9512897830244842
0.7767605003052196,0.6663611805570167,0.9477045322353962
0.5210546095667485,0.36806704576016364,0.24787850376236698
0.6100711271875747,0.8849772317979658,0.7152267124677584
0.7926269909751478,0.4759229739144505,0.17341975373961693
0.46019727448349296,0.6085591121424955,0.9825836428858237
0.8075112564108842,0.3972152148753433,1.009897656395557
0.43229606509521856,0.17152536433755383,0.4315976842240323
0.8795434736991754,0.20878467902745562,0.7988665111329497
0.26858240738215333,0.35377941285768044,0.6363356585364844
0.6408331191888627,0.3811244682388438,0.2271014369457843
0.8508259894917524,0.6199978865719465,0.21200189575179107
