dim,loss
1.0,47.50999999642637
2.0,16.742193540543155
3.0,14.651912811579228
4.0,14.510263779453219
5.0,14.488902129536427
6.0,14.496184388930923
7.0,14.4961965045625
8.0,14.49614788870952
9.0,14.496438334198348
