x,y,z
1.279638176373323,4.174859345919129,3.038906764434673
1.277109088703608,4.345335092201524,2.8850043551835123
0.9445275174399294,4.060667323867952,2.8314683830659653
1.8771410216061184,3.641671297484839,2.6351045455361746
1.069533117638647,3.6603725186165694,2.276617528404742
0.9299569968616536,3.9593092357182647,2.127745575834435
1.841858813450156,4.207055921206625,2.7775813504872424
1.0168476245371267,4.264404448283623,2.884346919236754
1.445493616931198,4.034076390964906,1.9785197596119033
1.07174734274309,3.550239752545977,2.3045842479314933
1.0948816968408455,4.169270837221984,2.969205677801616
0.8556231984226118,3.917928168571662,2.1344011246995063
0.9415964344848896,4.027824903867834,2.662005170711283
1.705151792601417,4.17540514084474,2.079964536991544
1.664104669715777,3.623524796630294,2.402827495974823
1.376479338580323,3.8208473161640493,3.205876354212458
1.488492440594356,3.3965684351933665,2.670003179772897
1.9436953961971164,4.10756409469268,2.5451174223410535
1.154869507291423,4.516941083511757,2.8089806050913575
0.9219715344595587,3.820550795559891,2.739047804986986
